,Winery,Lats,Longs
4119,Château de Bligny,48.17452129999999,4.613519399999999
4120,Château l'Escadre,45.12436599999999,-0.615283
4121,Château Pillebois,44.84857359999999,-0.074304
4122,Chesebro,34.1656963,-118.7383146
4123,Eisold-Smith,44.942554,-122.9337615
4124,Borgo Maragliano,44.6720906,8.2557909
4125,Keenan,40.330734,-75.131833
4126,Légende,46.8169058,-71.2100442
4127,Loredan Gasparini,45.7817632,12.1035141
4128,Bodegas Bilbainas,42.5838792,-2.8512666
4129,Pontecilla,38.9629276,-77.08629599999999
4130,Sierra de Viento,33.9368481,-117.4919298
4131,Jaxon Keys,39.013379,-123.128162
4132,Bridgman,41.9430986,-86.5569659
4133,Saint K,39.0462968,-94.59073889999999
4134,Sea Smoke,34.6638335,-120.4657994
4135,Villa Russiz,45.949137,13.512244
4136,Michel Vattan,47.359949,2.795967
4137,Josmeyer,48.0740772,7.2855265
4138,Alpha Omega,38.4705541,-122.4289289
4139,Domaine Jean Sipp,48.195386,7.315414000000001
4140,Clos Berenguer del Molar,41.1457525,0.7156308
4141,Casebianche,42.83263669999999,13.4807129
4142,Château de la Galinière,43.4908534,5.591029199999999
4143,Domaine d'Astros,43.4329382,6.4158386
4144,Ferrum,36.9229159,-80.01337120000001
4145,Les Quatre Tours,43.5908421,5.479838399999999
4146,Alfredo Roca,30.508707,-115.9108935
4147,Ideology,38.3638014,-122.3391244
4148,Kriselle,42.4971979,-122.8684039
4149,Domaine Jean-Luc Mader,48.1796892,7.3110947
4150,Domaine Loew,48.6018918,7.4431699
4151,Schulz,35.97714300000001,-83.92613999999999
4152,Jovino,40.7192645,-73.9977002
4153,Robert Karcher et Fils,48.0785454,7.3623188
4154,Sebastiani,38.2932924,-122.449484
4155,Tenuta di Aglaea,37.86449,15.065197
4156,V&R;,37.09024,-95.712891
4157,War Horse,41.41905819999999,-75.60098359999999
4158,Zilaro Cellars,32.6821002,-117.1771107
4159,Viña Somoza,42.3974296,-7.094348000000001
4160,Aia Vecchia,43.1673031,10.5814956
4161,Château la Haye,45.241912,-0.787314
4162,Château Saransot-Dupré,45.0746867,-0.791563
4163,Château Simard,44.88045349999999,-0.1587251
4164,Coquerel Family Wine Estates,38.592967,-122.609411
4165,Nicolas-Jay,45.3365048,-123.0510514
4166,Penner-Ash,45.3325567,-123.0955764
4167,Domaine de Suremain,46.8349117,4.7195633
4168,Domaines Dominique Piron,46.146197,4.68119
4169,Dominio de Atauta,41.5281591,-3.2069582
4170,G & L Lurton,37.41819100000001,-95.68183429999999
4171,Tosalet,38.7532659,0.2030606
4172,Bric Cenciurio,44.61021299999999,7.94138
4173,Cigliuti,44.715978,8.129825799999999
4174,Dilecta,35.602593,-120.836453
4175,Domaine Ferret,46.2807,4.741652
4176,Bodega Toneles,-32.89652,-68.817358
4177,Tenuta San Francesco,40.7117906,14.633887
4178,Château les Valentines,43.1504056,6.227453499999999
4179,Château Montaud,43.232289,6.190029
4180,Colli di Castelfranci,40.91632999999999,15.08145
4181,Domaine d'Eole,43.7709838,4.918845999999999
4182,Montesole,6.1572155,-75.577332
4183,Ranchero Cellars,35.6265484,-120.688506
4184,Château Victoria,48.42204599999999,-123.364431
4185,Château Beauséjour,44.892256,-0.1645931
4186,Château Braude Fellonneau,44.99309119999999,-0.6279969
4187,Château la Garricq,34.0522342,-118.2436849
4188,Goulée,45.408535,-0.9273210000000001
4189,Verdes Castros,37.3941637,-122.0794885
4190,Spanish Vines,47.6225807,-122.2972871
4191,Domaines Paul Mas,43.488586,3.517665
4192,La Vuelta,32.52427,-117.035316
4193,Villa Mora,19.2719749,-81.3674276
4194,City Winery of New York,40.726232,-74.0060077
4195,Le Bord'eau du Clos des Moiselles,44.837789,-0.57918
4196,Pennywise,29.7814404,-95.749524
4197,Secondo Marco,45.53563500000001,10.884318
4198,Transcendence,38.9416027,-94.68706089999999
4199,Fumanelli,45.513143,10.9012257
4200,Pascal Jolivet,47.3397344,2.8320272
4201,La Follette,43.06276889999999,-89.3192031
4202,Heretat Mastinell,41.352788,1.683937
4203,Germano Ettore,44.6216905,7.995693299999999
4204,Patricia Green Cellars,45.3460224,-123.0914729
4205,Hors Categorie,45.521239,-73.59673099999999
4206,Bodegas Fariña,41.528524,-5.378674999999999
4207,Château Dame Jane,45.5537735,-73.5539051
4208,Sinfonía,38.075173,-87.56174899999999
4209,Duarte Georgetown,38.931165,-120.8954772
4210,Bodegas Ateca,41.3245039,-1.7822347
4211,Agustí Torelló,40.7437839,-73.9893618
4212,Dalliance,39.8004947,-89.6511333
4213,Fattoria Lavacchio,43.813904,11.4490338
4214,Fattoria Uccelliera,43.5551973,10.5361455
4215,Girasole,40.45121,-79.9346137
4216,Peique,42.59243499999999,-6.765028699999999
4217,Prada A Tope,42.0027013,-91.6522379
4218,Viña Los Valles,29.3759734,-98.5337386
4219,My Essential,43.717567,-79.311791
4220,Sensi,37.762381,-122.465892
4221,Tenuta di Trecciano,43.28471649999999,11.212047
4222,Tenuta San Jacopo,43.5161905,11.5077924
4223,Ghost Hill,45.2823915,-123.1126445
4224,Viader,38.559242,-122.47352
4225,Moorooduc,-38.247,145.105
4226,Pehu-Simonet,49.1575182,4.143504399999999
4227,Hyde de Villaine,38.3257249,-122.2830894
4228,Lelarge-Pugeot,49.2357496,3.913351799999999
4229,Dancing Bull,37.780754,-122.464672
4230,Vilarnau,41.4448575,1.8035073
4231,River's Edge,38.5875647,-90.312682
4232,Luc Mérat,49.296881,3.942363
4233,Alan de Val,42.402338,-7.089754
4234,Andretti,33.9524458,-84.51533309999999
4235,Charles Krug,38.518744,-122.480955
4236,Ramirez de la Piscina,42.570626,-2.7599363
4237,Morey-Blanc,46.9777274,4.767536499999999
4238,Acquiesce,38.1885127,-121.1802689
4239,Château Lestruelle,39.739673,-104.9779362
4240,Cloak & Dagger,43.6435857,-79.3985489
4241,Cottonwood Canyon,38.9640519,-94.7938353
4242,Estate Crush,38.137561,-121.272293
4243,Maison L'Envoyé,45.2791983,-123.009516
4244,Fraccaroli,45.506352,10.84011
4245,Soto de Torres,42.585878,-2.7824847
4246,Chapuy,48.9569883,4.0387602
4247,Finca de Arantei,42.068983,-8.545008
4248,Les Clos de Paulilles,42.5058131,3.1219743
4249,Querceto,43.29524139999999,10.7282674
4250,Baroncini,41.6597893,-91.53151129999999
4251,Green Path,33.1724357,-96.67579909999999
4252,Hemar,34.155604,-118.4793947
4253,TimberRock,40.41531700000001,-104.9110068
4254,Stanley Lambert,41.6721119,-73.9276696
4255,Bodegas Julián Chivite,42.6192479,-2.0075511
4256,Cornerstone,37.0042772,-95.9298067
4257,Vieux Château des Combes,44.9171347,-0.1437078
4258,Firriato,37.989988,12.552778
4259,Château du Moulin Rouge,45.1205724,-0.7274649
4260,Château la Lauzette,43.28000000000001,2.1211487
4261,Franz Haas,46.3220608,11.2880419
4262,Honor Winery,38.8872229,-77.4308949
4263,Casata Monfort,41.146308,-73.497287
4264,Château Vitallis,46.2802643,4.7457005
4265,Dutschke,29.8843433,-97.94194139999999
4266,Pierre Vessigaud,46.2897689,4.7421782
4267,Le Petit Panier,46.4570826,-81.00563729999999
4268,Abbeyville,41.19727640000001,-81.8868032
4269,Castello di Monastero,43.350599,11.560276
4270,Rocca di Montegrossi,43.4048585,11.4168394
4271,Cellers Melis,41.2129544,0.8105201
4272,Le Pianelle,45.595556,8.253126
4273,Fulcrum,38.8429036,-77.43926069999999
4274,Lea,40.6394247,-73.96795589999999
4275,Peace Water,39.7772982,-86.144964
4276,Gotham,36.1625056,-95.99884229999999
4277,Laguna de la Nava,33.5616845,-117.7723367
4278,Ackerman,33.9160082,-84.1857799
4279,Anterra,32.913976,-96.773898
4280,Byington,37.16968380000001,-122.0547005
4281,Castel Firmian,46.2182339,11.111225
4282,Isidoro Polencic,45.9775518,13.4964024
4283,Sant Rafel,38.9621464,1.3986539
4284,Manifesto!,39.0894866,-94.58399469999999
4285,Quattrocchi,44.2489627,-76.4868698
4286,Black Cordon,38.347513,-122.358854
4287,Site,35.6815667,-105.9496031
4288,Bodegas Carchelo,38.453454,-1.219224
4289,Château l'Afrique,43.233083,6.089849000000001
4290,Finca Valpiedra,42.4955442,-2.6081773
4291,Kimmel,40.72993659999999,-73.9978275
4292,Alma Negra,43.6804007,-79.29016879999999
4293,Château Mirambeau Papin,45.3751366,-0.5658265
4294,Schweiger,38.9762351,-94.5767501
4295,VIgnobles Ducourt,44.7041067,-0.2475036
4296,Reginato,41.9898309,-73.98919049999999
4297,Zagarrón,39.4911429,-2.8857286
4298,La Battagliola,44.5458205,11.0632504
4299,Don Leta,42.9863906,-83.6644927
4300,Signaterra Benziger,38.3608081,-122.5427163
4301,Domaine Jean Petitot et Fils,47.083388,4.9151113
4302,Domaine Perraud,46.3542521,4.7655371
4303,Viña Maipu,-33.508012,-70.760916
4304,Arregi,41.7886079,-87.5987133
4305,Campos de Luz,32.664921,-115.4885656
4306,El Hada,26.914476,-101.41799
4307,Avide,32.2776612,-111.0167362
4308,Bonpas,43.890195,4.914156
4309,Cesca Vicent,41.1930663,0.7749602000000001
4310,Clavo Cellars,35.5500337,-120.7044061
4311,Et Fille,45.30014,-122.9718513
4312,Insatiable,40.1809049,-75.1054024
4313,Domaine Sainte Léocadie,43.329499,2.79757
4314,Château la Rayre,44.7735514,0.5065472
4315,I'M,43.0966301,-89.50117709999999
4316,Nuthatch Cellars,44.583129,-123.354058
4317,David Hill,45.54759300000001,-123.157251
4318,Casale Daviddi,43.13623010000001,11.8499405
4319,Davis Estates,38.5693695,-122.5158425
4320,Nittardi,43.514945,11.266608
4321,29 & Oak Wines,42.3162603,-83.0385367
4322,Board Track Racer,47.732142,-122.1421609
4323,Sueño,38.2043376,-85.6650124
4324,Allimant-Laugner,48.2416292,7.381201000000001
4325,Angels & Cowboys,33.800308,-117.8827321
4326,Château Lamothe de Haux,44.7338193,-0.3780356
4327,Paringa,-34.176155,140.7845141
4328,Sibling Rivalry,40.719663,-73.997675
4329,Sequin,40.7545598,-73.98979659999999
4330,Château K,32.7362473,-97.6361427
4331,Playtime,36.0620745,-95.7575913
4332,Stella Bella,41.9309197,-74.0148396
4333,Townshend,45.5511646,-122.6758449
4334,Charles de Cazanove,49.2615095,4.0287896
4335,J. de Telmont,49.07186979999999,3.8852875
4336,Seven of Hearts,45.2943904,-123.1779395
4337,Tempus Cellars,46.09191819999999,-118.2715797
4338,Koenig,36.277737,-95.82376400000001
4339,Château des Karantes,43.17357610000001,3.1612202
4340,Chateau Rollat,47.7634929,-122.1503089
4341,J Wilkes,34.9102496,-120.4501569
4342,Château de la Chaize,46.089248,4.6339611
4343,Daniel Belda,38.7506111,-0.8409131999999999
4344,Gancia,45.5514716,-73.5579733
4345,Angosto,43.0176603,-3.4165571
4346,Rivino,39.0961293,-123.1881763
4347,Rocky Hill,41.6572525,-72.66557569999999
4348,La Riva dei Frati,45.836975,12.0135584
4349,Helfrich,37.987136,-87.604112
4350,Le Bertille,43.1007723,11.7666485
4351,Leese-Fitch,38.2902396,-122.4573835
4352,Domaine des Terres Dorées,45.8942009,4.6623952
4353,Vignerons des Pierres Dorées,45.9199659,4.52194
4354,4 Cellars,30.224014,-98.72642499999999
4355,Rabble,39.781171,-86.12425999999999
4356,Raphael Sallet,46.503517,4.88144
4357,SeaGlass,40.7021601,-74.0149907
4358,Les Collines du Bourdic,43.98663699999999,4.3345559
4359,Citation,37.634677,-97.42409699999999
4360,Filus,22.2608085,-97.8530852
4361,Martinelli,38.4874731,-122.8071272
4362,Tenuta Cà Bolani,45.8260183,13.3117544
4363,Alexandre Monmousseau,39.141235,-78.13156699999999
4364,Cà Lojera,45.4518472,10.6415349
4365,Schmitz 24 Brix,38.4642906,-120.8569154
4366,Valley View,41.3878312,-81.6045685
4367,Hey Mambo,36.1582348,-95.9923692
4368,Lestonnat,44.85241,-0.619644
4369,Château Bel-Air,44.8882451,-0.1607374
4370,Le Prince,32.7790404,-79.9332747
4371,Lexicon,40.7577451,-73.9678086
4372,Ruca Malen,-33.0943589,-68.9290256
4373,Domaine Luc et Lise Pavelot,47.0791343,4.852266699999999
4374,Domaine de la Janasse,44.0808234,4.8815313
4375,Domaine des Croix,47.0245139,4.8445599
4376,Domaine Marc Roy,45.27907,-123.031339
4377,Domaine Nicolas Rossignol,47.0056086,4.8394549
4378,Château Fonréaud,45.0580984,-0.7969681
4379,Saffron Fields Vineyard,45.35043599999999,-123.1361301
4380,Alpha Crucis,34.211381,-79.776027
4381,Kevin White,36.00423079999999,-95.89111799999999
4382,Lioco,38.6107012,-122.8691734
4383,Maragas,44.412201,-121.1986759
4384,Elderton,40.6950649,-79.3414291
4385,Balderdash,42.4160033,-73.3359492
4386,Korbin Kameron,38.387619,-122.461291
4387,Domaine le Roc,43.8252481,1.3991315
4388,Wildling,34.5962704,-120.1449401
4389,Methven Family Vineyards,45.137959,-123.124441
4390,Premius,61.5051634,23.7625255
4391,Colio,42.0405297,-82.9160801
4392,Château Trimoulet,44.9133319,-0.1435968
4393,Norman,35.2225668,-97.4394777
4394,Castle,37.221432,-93.26867899999999
4395,Venus,30.2851533,-81.5138602
4396,Vigil,35.163646,-89.9397035
4397,Martin & Weyrich,37.09024,-95.712891
4398,Talus,36.0868872,-117.9728564
4399,Windsor,36.063095,-95.8830881
4400,Domaine de Magalanne,43.933964,4.6517333
4401,Falesco,42.65229799999999,12.244338
4402,Quo,37.4405897,-122.1572738
4403,Terre de la Custodia,42.890961,12.5712201
4404,Galante,36.5546056,-121.9228216
4405,Château du Grand Bos,44.67604799999999,-0.4653649999999999
4406,Cottonwood Winery of Oregon,41.7996907,-96.29351109999999
4407,Apollonio,44.1500838,-69.12190249999999
4408,Kalaris,39.1153078,-77.5613003
4409,Lee Family Farm,45.361756,-122.744398
4410,Vignobles Brumont,43.6222164,-0.09944460000000001
4411,Château de Gayon,43.482493,-0.169154
4412,Roar,38.929632,-94.708748
4413,The Calling,36.0587129,-95.86933979999999
4414,Borgo del Tiglio,45.97567,13.457747
4415,pb,37.6679513,-95.45916439999999
4416,Santa Cruz Mountain Vineyard,36.9590333,-122.0478487
4417,Bella Luna,42.3144108,-71.10405089999999
4418,BKB,42.381685,-71.1060315
4419,Col Solare,46.28583400000001,-119.4309828
4420,Quady,36.93982099999999,-120.106906
4421,Bodega Patritti,-38.597623,-68.25898699999999
4422,Nita,40.01646849999999,-105.2455721
4423,Domaine de Poulvarel,43.924442,4.564312999999999
4424,Tenuta Villa Trasqua,43.4023885,11.2481922
4425,Boëté,36.476034,-121.716085
4426,Domaine des Coteaux des Travers,44.229287,4.986206999999999
4427,El Xamfrà,41.4090755,2.1831666
4428,HammerSky,35.598293,-120.8338239
4429,HdV,38.3257249,-122.2830894
4430,Longevity,35.6041915,-97.5341169
4431,Domaine Feuillat-Juillot,46.7035927,4.672065799999999
4432,Sonoma-Loeb,38.291284,-122.457322
4433,Sparrow Hawk,35.9383267,-94.9072944
4434,Cooper Vineyards,37.9612414,-77.9291757
4435,Domaine de Mirail,43.9463546,0.5808873
4436,Peconic Bay Winery,41.018927,-72.47964999999999
4437,Agricola Castellana,41.3231368,-4.9229462
4438,Valle Perdido,23.6965101,-110.1237355
4439,Finca Los Lirios,20.1563714,-87.4557262
4440,Penns Woods,39.8475856,-75.5467496
4441,Pavillion Crossing,27.9132778,-82.3492325
4442,Château Biac,44.70473930000001,-0.3911553
4443,Château d'Aiguilhe,45.04939599999999,3.883158
4444,Château Tour Grand Mayne,44.9001573,-0.1768926
4445,La Marea,32.7383799,-96.9171708
4446,Simon Bize,47.0618677,4.8156561
4447,Celler Pasanau,41.2659339,0.8409905
4448,Walter Dacon,47.1493329,-123.0643338
4449,Castelmaure,42.9382109,2.812823
4450,Château Citran,45.0522937,-0.7472525
4451,Château Lyonnat,44.955627,-0.07174699999999999
4452,Château Ségur de Cabanac,40.7684892,-73.9589049
4453,Entropy Cellars,37.6567891,-121.7594287
4454,Col d'Orcia,42.967171,11.437808
4455,Domaine Maby,44.0137243,4.697701299999999
4456,Il Marroneto,43.0635442,11.488002
4457,Mandolin,25.8159325,-80.1915717
4458,6 Under,33.746638,-84.372824
4459,Atalon,26.7065962,-80.0497597
4460,Batzella,43.1929104,10.5825569
4461,Collavini,45.9956267,13.4431139
4462,Conti Formentini,40.7566229,-73.9665424
4463,Heron,41.6083728,-75.0614404
4464,Marco Felluga,45.898435,13.50953
4465,Pardas,46.0402664,-74.2289854
4466,Domaine Sorin,43.1981431,5.7180176
4467,Colombo,6.9270786,79.861243
4468,Jessie's Grove,38.149278,-121.341012
4469,Prima Materia,32.753977,-117.209334
4470,Flanagan,37.09024,-95.712891
4471,Valdelana,42.5138882,-2.6157374
4472,Domaine de la Bastide,44.3290942,4.9220093
4473,Ilurce,42.174917,-1.771159
4474,Ferraud et Fils,46.1122322,4.7312755
4475,Otis Kenyon,46.0672671,-118.3385914
4476,Scharffenberger,39.0669903,-123.4414763
4477,Bodegas La Horra,41.746581,-3.887656999999999
4478,Terre Nere di Campigli - Vallone,43.090815,11.460362
4479,Anita et André Kuhnel,46.205479,4.708914
4480,Tsillan,47.8348235,-120.0806173
4481,Cordella,43.6791435,-79.4876266
4482,Fossacolle,43.017169,11.442865
4483,Anecoop,39.4775672,-0.3660227
4484,Lockwood,40.7607727,-73.9239436
4485,Palacio del Burgo,39.141235,-78.13156699999999
4486,Block Nine,36.1220881,-115.3254745
4487,Gérard Charvet,46.2132727,4.7124089
4488,Château Pierrail,44.7700763,0.2673673
4489,Château Sainte Marie,46.440039,-71.0163331
4490,Domaine de l'A,44.8800609,-0.05777230000000001
4491,The Old Faithful,44.4604788,-110.8281377
4492,Domaines Bunan,43.1757677,5.7596352
4493,Garofoli,42.0639506,-87.6848472
4494,Ropiteau,46.981282,4.7675699
4495,Trinitas,40.65899539999999,-74.21444559999999
4496,Tres Ojos,18.4798333,-69.8430386
4497,Vignobles Ravel,43.2335214,6.1886119
4498,Iron Side,43.526279,-90.01958139999999
4499,Broglia,44.7109163,8.7893283
4500,Churchill Cellars,43.765244,-79.395078
4501,Cuvée Lion d'Or,45.5254433,-73.5595385
4502,Tiziano Mazzoni,45.609832,8.484285
4503,Nervi,44.3837051,9.0391431
4504,Earthworks,32.515612,-97.1618574
4505,Ser,37.6817688,-95.4515828
4506,Domaine Masson-Blondelet,47.2852122,2.9544066
4507,Ofanto,41.2492432,16.039338
4508,Mar de Viñas,32.4471032,-117.0585235
4509,Henri Abelé,49.2492811,4.0473652
4510,Calcareous,35.6266248,-120.7521032
4511,Château du Moulin-à-Vent,46.205148,4.724786
4512,Domaine de Gry-Sablon,46.220319,4.671576
4513,Domaine Dubost,46.146446,4.6181979
4514,Domaine Dupré,45.5297226,-73.5869872
4515,Casa Castillo,36.3843133,-94.1656872
4516,Cosentino,38.9449512,-94.7661838
4517,Salon,37.09024,-95.712891
4518,Pacific Echo,33.8129706,-118.3370398
4519,Zucca,39.97802470000001,-105.131843
4520,Alberti 154,-33.022236,-68.875812
4521,Futura 14,41.9155379,12.4575484
4522,Victor Vineyards,38.1386157,-121.2086161
4523,Vineyard 511,38.570238,-122.582179
4524,Wautoma,44.0746995,-89.287897
4525,Mount Mary,43.07296909999999,-88.02897159999999
4526,Perry Creek,42.5325844,-96.41316619999999
4527,Nk'Mip Cellars,49.0384035,-119.4334984
4528,Ognissole,41.1921372,16.0416686
4529,Palamà,40.1256415,18.2056648
4530,Howard Park,28.1528416,-82.78631589999999
4531,Château Grand Moulin,43.2031777,2.7643624
4532,Château Saint-Nicolas,46.72090499999999,-71.297904
4533,Jean-Noël Haton,49.0699611,3.8819125
4534,Cantine Russo,37.8766548,15.0877782
4535,Decugnano dei Barbi,42.7299142,12.2039264
4536,Château des Lattes,38.7100982,-121.0859549
4537,Château le Manoir,46.9611261,-71.0322638
4538,Campbells,36.7959193,-95.9355387
4539,Pico Madama,36.1402162,-115.2835033
4540,Stanton & Killeen,33.8028875,-117.9931203
4541,Domaine de Nizas,43.5041114,3.3949885
4542,Château Bellevue,30.2710938,-97.74709829999999
4543,Château Moulin Haut-Laroque,44.957162,-0.279422
4544,Irony,40.962588,-72.2044943
4545,Les Vignerons de Tutiac,45.2694278,-0.5184061999999999
4546,Monte Santoccio,45.5472983,10.8980107
4547,Château Bourron,48.340582,2.69613
4548,Château Clairac,44.35146049999999,0.3674622
4549,Château German,53.6247045,11.4182424
4550,Château les Guyonnet,44.5995645,-0.2307846
4551,Predator,29.6352254,-98.806698
4552,High Valley Vineyard,39.0463889,-122.7094444
4553,Kaleidos,35.5753469,-120.6895507
4554,Olivier Rivière,42.42764080000001,-2.4571042
4555,Shenandoah Vineyards,38.8460983,-78.5585536
4556,La Rata,27.0655556,-101.0861111
4557,Barrack,40.01777269999999,-75.3266809
4558,Baby Bear,34.0224181,-118.1662091
4559,Cape Mentelle,-33.9593632,115.038731
4560,Tenute Cisa Asinari dei Marchesi di Gresy,44.71366390000001,8.0810515
4561,Montinore,45.4935149,-123.1295139
4562,Palumbo Family Vineyards,33.5418951,-117.0346934
4563,Styring,45.360306,-123.0744
4564,Vecchia Cantina di Montepulciano,43.1124655,11.7926866
4565,Apothic,34.148785,-118.3427617
4566,Brunelli Martoccia,43.0557291,11.4855621
4567,Villa Montignana,43.638986,11.250761
4568,Carneros Ranch,30.5667072,-97.8866503
4569,Robert Giraud,30.0032813,-90.21126989999999
4570,Château de Pennautier,43.2437919,2.3177817
4571,Sandeman,41.7200589,-87.75085059999999
4572,Castello di Bolgheri,43.2339126,10.617004
4573,Château Bellevue de Tayac,45.061065,-0.7179476
4574,Château Clauzet,45.24298599999999,-0.788634
4575,Château de Malleret,44.968266,-0.640029
4576,Château Duthil,45.0088005,-0.6456436
4577,Château Haut-Bellevue,45.0921577,-0.7157829
4578,Château l'Argenteyre,40.7170897,-74.32439529999999
4579,Podere San Cristoforo,42.938409,10.870757
4580,I Botri,42.6100766,11.399551
4581,Pierre Morey,46.9777274,4.767536499999999
4582,Chateau Reynella,-35.09814,138.527444
4583,Château de la Terrière,46.122493,4.651966
4584,Pian delle Vigne,43.0192048,11.3691918
4585,Jean Perrier et Fils,45.5055649,6.0035737
4586,La Palazzetta,42.99433519999999,11.5216008
4587,Abad Dom Bueno,42.5631288,-6.716200799999999
4588,Casisano Tommasi,43.008397,11.496162
4589,Mount Baker,48.7766868,-121.8144143
4590,St. Rose,42.6640994,-73.78566529999999
4591,Charbay,38.5198012,-122.5438169
4592,Castello di Ama,43.4426484,11.389045
4593,Castiglion del Bosco,43.0830187,11.4206715
4594,Château Saint-Sernin,44.481075,1.311664
4595,Domaine Guillaman,32.8346724,-96.9124025
4596,Domaine Hirsch,46.2241836,4.7149453
4597,Amador Foothill Winery,38.538428,-120.790396
4598,James Mitchell,35.5681291,-97.51183549999999
4599,La Montina,45.6413966,10.0941751
4600,Villa Crespia,45.609174,9.967689
4601,Kudos,40.75444299999999,-73.994435
4602,Château La Cardonne,45.3095009,-0.8832162
4603,Heron Hill,42.4496241,-77.2013917
4604,Cayuga Ridge Estate,42.6946196,-76.7439259
4605,Capitello,44.05387899999999,-123.096034
4606,El Circulo,32.5726016,-116.6330821
4607,Rooster Hill,42.59365,-77.077041
4608,Sergio,37.09024,-95.712891
4609,Albatreti,43.0494884,11.4802771
4610,Jorge Ordóñez & Co.,26.1845019,-98.22056099999999
4611,Finca Wölffer,40.945028,-72.27747
4612,Aquas,39.027155,-77.0769744
4613,La Magia,34.893573,-94.60302349999999
4614,La Togata,40.020861,-105.26002
4615,Lula,41.927684,-87.70679400000002
4616,Marshall Davis,30.3257556,-81.654618
4617,Redbank,40.3470543,-74.0643065
4618,Robert Klingenfus,48.548709,7.492589000000001
4619,Rocky Point,31.3268218,-113.5311843
4620,Villa I Cipressi,43.0471812,11.4904762
4621,Hermes,41.90060159999999,-87.6272565
4622,Pascal Doquet,48.905995,4.024433
4623,Martí Fabra,42.3713278,2.98173
4624,As Laxas,42.115769,-8.310995799999999
4625,Château Cabezac,43.2966529,2.8699942
4626,Château de la Grave,45.0554333,-0.5590773
4627,Pheasant Valley Winery,45.657367,-121.5517149
4628,Château de Corbiac,44.8776967,0.5212308
4629,Château Rives-Blanques,43.1155509,2.2252893
4630,Chais de Méribel,45.396839,6.566576
4631,Buttonwood Grove,42.7326916,-76.7706247
4632,Domaine la Colombette,43.3860912,3.2184854
4633,Sacha Lichine,40.9252548,-74.14311579999999
4634,The Infinite Monkey Theorem,39.7642164,-104.9778084
4635,Hancock & Hancock,37.09024,-95.712891
4636,J. Wilkes,34.9102496,-120.4501569
4637,M. & J-F Bertrand,37.09024,-95.712891
4638,Ey,36.1551708,-95.9906587
4639,Don Manuel Villafañe,-33.0384722,-68.6934167
4640,Lucie,34.035585,-118.2408758
4641,Vicentin,18.8977479,-96.9417071
4642,Seguin-Manuel,47.0253245,4.8456074
4643,Paxton,40.4603125,-88.0953201
4644,Lazy Creek,33.9956344,-81.22157349999999
4645,Saucelito Canyon,35.219542,-120.601319
4646,Finca Sobreño,39.141235,-78.13156699999999
4647,The Walls,46.068416,-118.35605
4648,Maloney,40.75770920000001,-73.9747795
4649,Mongioia,44.619633,6.949559000000001
4650,Bruliam,38.5301905,-122.8003159
4651,Intrinsic,32.9135875,-96.63698
4652,I Carpini,44.873495,9.032563999999999
4653,Rutherford Hill,38.493681,-122.403795
4654,Domaine le Renard,44.1813915,4.8879575
4655,Desert Wind,31.6484198,-106.2271678
4656,Antier,47.8219048,-69.53631899999999
4657,La Cheteau,49.2256547,-122.9987638
4658,Lazy River,40.1233631,-82.49070429999999
4659,Oregon Trails,43.5220162,-116.0831253
4660,Oxford Landing,38.654703,-76.08502899999999
4661,Armilla,37.1512306,-3.6167146
4662,Château Méric,40.669425,-73.35716719999999
4663,Uggiano,40.10923469999999,18.4572788
4664,Villa San Juliette,35.749503,-120.6153104
4665,Topel,41.8911878,-87.6246247
4666,Coldstream Hills,-37.718762,145.463049
4667,Bodegas Rafael Cambra,38.781421,-0.782554
4668,Bodegas y Viñedos Tábula,41.63871,-4.341912
4669,Clos Larcis,44.88122300000001,-0.1455772
4670,Mettler Family Vineyards,38.1026,-121.220021
4671,Gassier,35.210986,-80.81556400000001
4672,Château le Temple,44.878966,-0.9919779999999999
4673,Heretat Montrubí,41.442386,1.608288
4674,Forefathers,33.3357646,-111.9624378
4675,Château Haut Selve,44.6595908,-0.4793319
4676,Belasco de Baquedano,-33.1182775,-68.9167739
4677,Bodega Privada,32.528176,-116.880773
4678,Cicchitti,-32.8865327,-68.85517639999999
4679,Cloudveil,40.3251522,-74.0619876
4680,Jip Jip Rocks,-36.7329168,140.6122304
4681,Gamba,41.4646206,-87.3320864
4682,Maverick,36.0739562,-95.8137299
4683,Waterloo,50.71469,4.3991
4684,Diora,25.9877798,-80.1630725
4685,Domaine Dozon,47.10568199999999,0.2623001
4686,Hyatt,37.09024,-95.712891
4687,Sand Point,48.276577,-116.553465
4688,W. Gisselbrecht,48.3227903,7.428722899999999
4689,Collin-Bourisset,46.212704,4.774656999999999
4690,Bodegas Hispano Suizas,39.4650021,-1.1491898
4691,Château de Jonquieres,43.6760228,3.4747951
4692,Destello,31.724728,-106.323197
4693,Carbó,29.6896696,-110.9566245
4694,Venture Wines,40.925456,-73.965109
4695,WYSIWYG,44.1629184,-94.00682189999999
4696,Maculan,42.2638624,-89.0000699
4697,Pratesi,32.7950147,-96.8045899
4698,Domaine Jean Monnier et Fils,46.9819474,4.7680918
4699,Elio Grasso,44.596174,7.982597
4700,Xurus,37.9319773,-122.517112
4701,Provence Wine Maker,44.0144936,6.2116438
4702,Sedition,45.60053,-121.1789487
4703,Selva Capuzza,45.4187264,10.5918187
4704,Suavia,45.4527381,11.2549043
4705,Halter Ranch,35.6393262,-120.8544957
